time,flange_usage
30,9
30,17
30,10
30,12
30,14
30,10
30,16
30,7
30,15
30,11
40,68
40,77
40,59
40,92
40,97
40,109
40,91
40,93
40,82
40,64
50,178
50,201
50,168
50,177
50,219
50,223
50,184
50,190
50,191
50,146
60,242
60,312
60,239
60,282
60,327
60,329
60,268
60,295
60,253
60,212
70,180
70,255
70,187
70,231
70,262
70,283
70,217
70,231
70,226
70,188
80,75
80,85
80,73
80,91
80,109
80,115
80,86
80,90
80,87
80,67
90,32
90,34
90,29
90,30
90,39
90,36
90,30
90,31
90,28
90,19
